zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
52247,6168,Farmers Electric Coop - (IA),IA,Bundled,Cooperative,0.139442231,0,0.121942788
83433,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83436,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83449,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83445,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83446,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83443,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83422,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83420,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83421,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83424,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83428,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83429,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83452,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
83455,6169,Fall River Rural Elec Coop Inc,ID,Bundled,Cooperative,0.079855296,0,0.111548891
59720,6169,Fall River Rural Elec Coop Inc,MT,Bundled,Cooperative,0.079256887,0,0.113210965
59758,6169,Fall River Rural Elec Coop Inc,MT,Bundled,Cooperative,0.079256887,0,0.113210965
59739,6169,Fall River Rural Elec Coop Inc,MT,Bundled,Cooperative,0.079256887,0,0.113210965
83014,6169,Fall River Rural Elec Coop Inc,WY,Bundled,Cooperative,0.093963554,0,0.102258202
83414,6169,Fall River Rural Elec Coop Inc,WY,Bundled,Cooperative,0.093963554,0,0.102258202
75447,6173,Fannin County Electric Coop,TX,Bundled,Cooperative,0.110757905,0.135802469,0.129425457
75446,6173,Fannin County Electric Coop,TX,Bundled,Cooperative,0.110757905,0.135802469,0.129425457
75418,6173,Fannin County Electric Coop,TX,Bundled,Cooperative,0.110757905,0.135802469,0.129425457
75488,6173,Fannin County Electric Coop,TX,Bundled,Cooperative,0.110757905,0.135802469,0.129425457
75486,6173,Fannin County Electric Coop,TX,Bundled,Cooperative,0.110757905,0.135802469,0.129425457
75438,6173,Fannin County Electric Coop,TX,Bundled,Cooperative,0.110757905,0.135802469,0.129425457
75470,6173,Fannin County Electric Coop,TX,Bundled,Cooperative,0.110757905,0.135802469,0.129425457
68355,6175,City of Falls City - (NE),NE,Bundled,Municipal,0.079333688,0.069658719,0.08151292
64670,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64671,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64085,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64084,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64649,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64644,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64640,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64643,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64642,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64638,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64648,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64067,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64062,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64624,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64622,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64620,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64469,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64668,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64664,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64035,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64653,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64651,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64635,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64636,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64682,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64689,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64688,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64681,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64680,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64683,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64601,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64647,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64096,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64659,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64656,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64657,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64652,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64650,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64022,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64497,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64424,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64429,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64628,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64625,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
64637,6181,"Farmers Electric Coop, Inc - (MO)",MO,Bundled,Cooperative,0.096034291,0.061939209,0.122625927
75440,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75497,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75140,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75410,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75417,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75460,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75117,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75435,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75437,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75169,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75481,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75482,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75487,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75457,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75455,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75453,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75450,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75432,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75474,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75477,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
75472,6182,"Farmers Electric Coop, Inc - (TX)",TX,Bundled,Cooperative,0.115266235,0.062148726,0.120803164
77964,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
77418,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78959,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78950,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78951,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78956,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78957,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
77835,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
77833,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
77975,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78961,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78960,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78963,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78962,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78953,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78954,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78938,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78934,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78932,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78933,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78949,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78946,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78945,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78944,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78942,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78941,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78943,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78940,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
78952,6183,"Fayette Electric Coop, Inc",TX,Bundled,Cooperative,0.103982659,0.076394605,0.116480234
42171,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42129,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42127,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42123,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42728,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42729,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42722,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42726,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42259,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42765,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42757,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42141,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42133,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42131,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42130,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42782,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42784,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42160,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42164,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42166,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42167,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42214,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42154,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42157,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42156,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42717,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42715,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42713,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42749,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42746,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42742,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
42743,6194,Farmers Rural Electric Coop Corp - (KY),KY,Bundled,Cooperative,0.088170116,0.075744083,0.104890014
88318,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88101,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88135,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88134,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88136,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88130,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88133,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88431,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88433,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
87746,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88421,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88427,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88426,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88112,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88118,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
87733,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88119,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88411,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88416,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88417,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88124,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88120,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88121,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88439,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88430,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88434,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88435,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
87743,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
88401,6198,"Farmers Electric Coop, Inc - (NM)",NM,Bundled,Cooperative,0.09930774,0.082945283,0.108563103
87401,6204,City of Farmington - (NM),NM,Bundled,Municipal,0.088338011,0.056555271,0.099864832
87402,6204,City of Farmington - (NM),NM,Bundled,Municipal,0.088338011,0.056555271,0.099864832
63640,6205,City of Farmington - (MO),MO,Bundled,Municipal,0.113147494,0.074883532,0.107296262
37335,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
37334,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
38478,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
38488,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
37348,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
37345,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
38449,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
37328,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
37047,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
37359,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
37352,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
38453,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
38459,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
37144,6234,City of Fayetteville,TN,Bundled,Municipal,0.11597479,0.065590236,0.108151564
28304,6235,Public Works Comm-City of Fayetteville,NC,Bundled,Municipal,0.099685699,0.07032154,0.11120758
28305,6235,Public Works Comm-City of Fayetteville,NC,Bundled,Municipal,0.099685699,0.07032154,0.11120758
28306,6235,Public Works Comm-City of Fayetteville,NC,Bundled,Municipal,0.099685699,0.07032154,0.11120758
28301,6235,Public Works Comm-City of Fayetteville,NC,Bundled,Municipal,0.099685699,0.07032154,0.11120758
28303,6235,Public Works Comm-City of Fayetteville,NC,Bundled,Municipal,0.099685699,0.07032154,0.11120758
28309,6235,Public Works Comm-City of Fayetteville,NC,Bundled,Municipal,0.099685699,0.07032154,0.11120758
28312,6235,Public Works Comm-City of Fayetteville,NC,Bundled,Municipal,0.099685699,0.07032154,0.11120758
28311,6235,Public Works Comm-City of Fayetteville,NC,Bundled,Municipal,0.099685699,0.07032154,0.11120758
28314,6235,Public Works Comm-City of Fayetteville,NC,Bundled,Municipal,0.099685699,0.07032154,0.11120758
51360,6258,Federated Rural Electric Assn,IA,Bundled,Cooperative,0,0.138372093,0.095601173
50531,6258,Federated Rural Electric Assn,IA,Bundled,Cooperative,0,0.138372093,0.095601173
51345,6258,Federated Rural Electric Assn,IA,Bundled,Cooperative,0,0.138372093,0.095601173
51347,6258,Federated Rural Electric Assn,IA,Bundled,Cooperative,0,0.138372093,0.095601173
51334,6258,Federated Rural Electric Assn,IA,Bundled,Cooperative,0,0.138372093,0.095601173
50590,6258,Federated Rural Electric Assn,IA,Bundled,Cooperative,0,0.138372093,0.095601173
50514,6258,Federated Rural Electric Assn,IA,Bundled,Cooperative,0,0.138372093,0.095601173
56010,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56013,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56098,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56118,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56119,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56111,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56121,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56127,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56031,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56039,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56176,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56171,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56187,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56181,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56101,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56150,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56159,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56167,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56161,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56131,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56137,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56088,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56027,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
56143,6258,Federated Rural Electric Assn,MN,Bundled,Cooperative,0.09219925,0.071840932,0.099823741
57435,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57437,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57438,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57401,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57481,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57456,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57457,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57452,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57450,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57451,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57345,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
57424,6272,"FEM Electric Assn, Inc",SD,Bundled,Cooperative,0.102363802,0.068521014,0.12298571
